Stars,Position,Name,Class,Ht,Wt,Previous School,New School
2,SG,Zach Nutall,SR,3-Jun,185,Sam Houston State,SMU
2,SG,Zarique Nutter,SO,6-Jun,190,Saint Peter's,Clarendon College
3,SF,Josh O'Garro,SO,6-Jun,175,Oklahoma,San José State
2,PF,Gabe O'Neal,SR,7-Jun,240,Kent State,Bowling Green
2,SF,Kaelan O'Neil,SO,5-Jun,180,Eastern Washington,Lane Community College
2,PF,Kevin Obanor,RSSR,8-Jun,235,Oral Roberts,Texas Tech
2,PF,Prosper Obidiebube,JR,7-Jun,220,Chattanooga,Longwood
3,PF,Ejike Obinna,RSSR,-10,245,Vanderbilt,Saint Joseph's
2,PF,Emeka Obukwelu,RS SR,8-Jun,235,Arkansas,Northeastern State
2,C,Fred Odhiambo,SR,-11,210,Georgia Southern,Clayton State
3,PF,Efe Odigie,SR,9-Jun,240,UTEP,Troy
2,PG,Connor Odom,SO,-11,165,Maryland,Utah State
2,PF,Prince Oduro,RSSR,8-Jun,250,South Florida,Detroit Mercy
3,C,Akeem Odusipe,SO,8-Jun,225,Vanderbilt,Kent State
2,PF,Danny Ogele,RSSR,7-Jun,220,Mercyhurst,Minnesota
3,SG,Alec Oglesby,RS SO,5-Jun,187,Cleveland State,UNCW
2,PF,Jacob Ognacevic,SO,7-Jun,220,Valparaiso,Lipscomb
2,PF,R.J. Ogom,SO,6-Jun,230,College of Charleston,Purdue Fort Wayne
2,C,Ody Oguama,JR,9-Jun,225,Wake Forest,Cincinnati
2,PF,Godlyvictor Okafor,RS SR,8-Jun,230,Morgan State,Bowie State
2,C,Oscar Okeke,SR,Jul-00,240,Fairleigh Dickinson,Felician
2,PG,Precious Okoh,JR,1-Jun,188,Maine,Independence Community College
2,SF,Bryce Okpoh,JR,7-Jun,190,GCU,Clarendon College
2,C,Emmanuel Okpomo,SO,-10,225,Wake Forest,Temple
2,PF,Dan Oladapo,RS JR,7-Jun,220,Oakland,Pittsburgh
2,SF,Elijah Olaniyi,RSSR,5-Jun,205,Miami,Stony Brook
2,SF,Elijah Olaniyi,RSSR,5-Jun,205,Stony Brook,Miami
2,PF,Jarvis Omersa,SR,6-Jun,235,Minnesota,St. Thomas
3.5,SF,Chris Orlina,SR,6-Jun,185,McNeese,Texas–Permian Basin
2,SF,Kevin Osawe,SR,7-Jun,210,Western Kentucky,Little Rock
2,PF,Osayi Osifo,SR,8-Jun,230,Florida,Jacksonville
2,C,Chris Osten,RSSR,9-Jun,215,Arizona State,Northern Illinois
2,PF,Yvan Ouedraogo,JR,9-Jun,255,Nebraska,GCU
2,SG,Greg Outlaw,JR,4-Jun,175,Central Connecticut State,Pacific
2,SG,Jamison Overton,SR,6-Jun,190,Utah Valley,Weber State
2,SG,Irekefe Oweh,RS FR,2-Jun,188,St. Thomas Aquinas,Penn State
2,PG,Jesse Owens,RS SO,9-May,170,Montana State,Rocky Mountain College
2,C,Chase Paar,JR,-10,260,George Washington,Towson
2,SF,Logan Padgett,JR,6-Jun,210,New Mexico,Shelton State Community College
2,PG,Evan Palmquist,RS SO,4-Jun,185,McNeese,Lamar State College–Port Arthur
2,PF,Rory Pantophlet,SR,9-Jun,211,Troy,University of Science and Arts of Oklahoma
2,PG,Greg Parham,SR,4-Jun,195,VMI,South Alabama
2,PG,Deshon Parker,SR,4-Jun,195,Appalachian State,Cleveland State
2,PG,Preston Parks,RS SR,1-Jun,175,Samford,USC Aiken
2,SF,Eric Parrish,RSSR,6-Jun,195,UTSA,Grambling State
4,PG,Addison Patterson,JR,6-Jun,195,Nevada,Salt Lake Community College
4,PG,Addison Patterson,JR,6-Jun,195,Oregon,Nevada
2,PF,Pauly Paulicap,RS SR,8-Jun,235,DePaul,West Virginia
2,PF,Meekness Payne,SR,6-Jun,200,New Hampshire,Colorado State–Pueblo
4,PF,Omar Payne,RS SO,-10,240,Florida,Illinois
2,C,Mike Peake,JR,7-Jun,218,Austin Peay,New Mexico State
2,PF,Jared Pearre,RSSR,9-Jun,215,Seattle,Rogers State
3.5,SF,"Mickey Pearson, Jr.",RS SO,7-Jun,210,TCU,Ball State
4,SG,Micah Peavy,SO,7-Jun,215,Texas Tech,TCU
2,SF,Omari Peek-Green,JR,6-Jun,210,Delaware State,Lawson State Community College
2,PF,Drew Pember,JR,-10,212,Tennessee,UNC Asheville
3,PF,"Montreal Pena, Jr.",SO,-10,190,Oklahoma State,South Plains College
4,C,Bryan Penn-Johnson,RS JR,1-Jul,235,LSU,East Los Angeles College
2,PG,Kelyn Pennie,SR,-11,182,Queens (NC),Angelo State
2,PG,D'Anthony Pennington,SO,2-Jun,-,Kansas City,Pensacola State College
2,C,"Philip Pepple, Jr.",SR,-10,230,SIUE,Idaho
2,SG,Tavian Percy,RS JR,5-Jun,200,Weber State,Lincoln Memorial
2,SF,Jose Perez,RS JR,5-Jun,220,Marquette,Manhattan
2,PG,Jordan Perkins,SR,1-Jun,190,North Carolina Central,Longwood
2,SF,Everett Perrot,RS JR,5-Jun,215,Pepperdine,Cal State Monterey Bay
2,PG,Czar Perry,SR,2-Jun,190,Cal State Bakersfield,Arkansas Tech
3,SF,De'Vondre Perry,SR,7-Jun,220,Temple,Albany
2,SG,Elijah Perry,SO,2-Jun,-,Rider,Adelphi
2,PG,Jack Perry,RSSR,3-Jun,190,Eastern Washington,Portland
2,PG,Tyrone Perry,SR,3-Jun,210,Fordham,Buffalo
2,SG,Taelon Peter,SO,4-Jun,185,Tennessee Tech,Arkansas Tech
2,SG,Michael Peterson,RS SR,7-Jun,205,Ferris State,Michigan State
2,PF,Joe Petrakis,RS JR,-10,224,Kansas State,Western Carolina
2,SG,John Pettway,RS SR,3-Jun,190,South Alabama,Tennessee Tech
3,SF,Jordan Phillips,RS JR,7-Jun,215,UT Arlington,Detroit Mercy
2,PG,Trey Phipps,SO,2-Jun,171,Oklahoma,Oral Roberts
3,SG,Jalen Pickett,SR,4-Jun,202,Siena,Penn State
2,SG,Tyree Pickron,SR,3-Jun,180,Quinnipiac,LIU
2,SG,David Pierce III,SR,3-Jun,215,Alcorn State,Keiser University
2,SG,Carl Pierre,SR,4-Jun,190,Massachusetts,Rice
2,SG,Myles Pierre,RS SO,2-Jun,190,Houston Christian,Catawba
2,SG,Tavin Pierre-Phillipe,RS SO,3-Jun,183,Stony Brook,New Haven
3,C,Seth Pinkney,JR,1-Jul,200,Quinnipiac,Florida International
3,PG,Xavier Pinson,RS JR,2-Jun,165,Missouri,LSU
2,PG,P.J. Pipes,SR,2-Jun,190,Green Bay,Santa Clara
2,SG,Demarius Pitts,RS JR,5-Jun,190,Kansas City,Virginia Union
3,SG,Andrew Platek,RSSR,4-Jun,215,North Carolina,Siena
2,PF,Joe Pleasant,RS JR,7-Jun,220,Abilene Christian,Wichita State
2,PG,Alfonso Plummer,SR,1-Jun,180,Utah,Illinois
2,PF,Anquaevious Pollard,SR,8-Jun,210,Nicholls,Louisiana State University at Alexandria
3,C,Isaiah Poor Bear Chandler,RS JR,9-Jun,240,Wichita State,Omaha
2,SF,Bret Porter,RS SO,6-Jun,215,Nebraska,Central Community College
2,PF,"Terence Porter, Jr.",RS SO,8-Jun,210,Charleston Southern,Georgia Highlands College
2,C,Quinten Post,JR,Jul-00,240,Mississippi State,Boston College
2,SG,Chase Potter,RS FR,6-Jun,185,Utah Valley,Snow College
2,PF,Joey Potts,RSSR,-10,200,Oregon State,Oregon Institute of Technology
2,SG,Brandon Powell,SR,2-Jun,185,Fairleigh Dickinson,Pace
2,PG,Gyasi Powell,SO,3-Jun,190,Davis & Elkins,Jacksonville
4,PG,Justin Powell,RS FR,6-Jun,197,Auburn,Tennessee
2,SG,Jordan Preaster,JR,6-Jun,200,Bethune–Cookman,Polk State College
2,PG,Mitch Prendergast,RSSR,1-Jun,185,Mercer,Case Western Reserve University
2,PG,Justice Prentice,SO,1-Jun,175,Purdue Fort Wayne,Western Texas College
2,PG,Josh Price,RS JR,4-Jun,190,Liberty,Trevecca Nazarene
2,SF,Jahbril Price-Noel,SR,7-Jun,215,Pacific,Wagner
2,SG,Joe Pridgen,RS SO,5-Jun,223,UNCW,Northeastern
2,PF,Nick Pringle,SO,9-Jun,220,Wofford,Dodge City Community College
2,PF,Olivier-Maxence Prosper,SO,8-Jun,230,Clemson,Marquette
2,PG,Nate Pryor,RSSR,3-Jun,175,Washington,New Mexico State
2,PF,Ben Pyle,SR,7-Jun,185,San Diego,McPherson College
2,SG,Darius Quisenberry,SR,2-Jun,188,Youngstown State,Fordham
2,PF,Jacob Radaker,RS FR,9-Jun,225,Navy,Chattanooga
2,PF,Veljko Radakovic,JR,6-Jun,249,Maine,Mary
2,PG,Tyrece Radford,RS JR,2-Jun,195,Virginia Tech,Texas A&M
2,SG,Connor Raines,JR,5-Jun,190,Texas–Rio Grande Valley,Blinn College
2,PG,Jared Rainey,JR,2-Jun,160,St. Thomas,College of Saint Benedict and Saint John's University
2,PG,"ony 'A.J.' Rainey, Jr.",SR,-11,155,Nicholls,Louisiana State University at Alexandria
2,C,Justus Rainwater,RS SR,8-Jun,230,Florida Gulf Coast,Northern Arizona
2,PF,Daniel Ramsey,JR,9-Jun,235,Xavier,Tennessee Tech
2,SF,Trace Ramsey,SR,7-Jun,200,UC San Diego,Mount Vernon Nazarene University
2,SG,"Carlos Ramsey, Jr.",RS SO,5-Jun,190,North Dakota,Highland Community College
2,PF,Ahmad Rand,RSSR,8-Jun,195,Memphis,Oregon State
2,SG,Isaiah Range,JR,3-Jun,215,Tarleton State,Alabama State
2,SF,Daniel Ransom,SO,5-Jun,214,Western Carolina,Cape Fear Community College
2,PF,Ivan Raut,SR,8-Jun,230,Fordham,Palm Beach Atlantic
4,PG,Jordan Rawls,RS SO,2-Jun,185,Western Kentucky,Western Kentucky
2,C,Filip Rebraca,SR,9-Jun,230,North Dakota,Iowa
2,SG,Isaiah Reddish,SR,5-Jun,195,Barton,Kennesaw State
2,PG,Ja'Mare Redus,JR,-11,170,Texas Southern,Paul Quinn College
2,PG,Ja'Mere Redus,RS SO,-11,170,Texas Southern,Paul Quinn College
2,PF,Cam Reece,SR,7-Jun,228,Akron,Talladega College
2,PF,Joe Reece,RS JR,8-Jun,200,Old Dominion,Bowling Green
2,SG,James Reese V,SR,4-Jun,175,North Texas,South Carolina
2,PG,Lysander Rehnstrom,SO,4-Jun,185,George Mason,Navy
2,PG,Joey Reilly,JR,Jun-00,170,Holy Cross,Sacred Heart
2,PG,"Shavar Reynolds, Jr.",RS SR,2-Jun,185,Seton Hall,Monmouth
2,PF,Sean Rhea,RSSR,8-Jun,230,Texas–Rio Grande Valley,Cal Poly
2,SG,Kaiden Rice,SR,7-Jun,215,The Citadel,Georgetown
2,C,Ezekiel Richards,RS JR,-10,230,Santa Clara,Northern Arizona
2,PF,Kerry Richardson,RS JR,7-Jun,190,Texas A&M–Corpus Christi,Morehouse
2,C,Liwayne Richardson,RS SO,-10,250,Howard,University of the Virgin Islands
2,SG,Zion Richardson,JR,4-Jun,208,Wofford,South Plains College
2,SF,Austin Richie,SR,6-Jun,226,Tulsa,Florida Gulf Coast
4,SG,Kadary Richmond,SO,6-Jun,210,Syracuse,Seton Hall
2,PG,"Floyd Rideau, Jr.",SO,5-Jun,170,South Carolina State,USC Upstate
2,SG,Antonio Rizzuto,SR,3-Jun,210,Albany,Towson
2,C,Liam Robbins,SR,Jul-00,235,Minnesota,Vanderbilt
2,PG,Jairus Roberson,SR,3-Jun,180,Northwestern State,Texas A&M–Commerce
2,PG,Remy Robert II,SR,3-Jun,195,Wichita State,McNeese
2,SG,Anthony Roberts,SR,4-Jun,190,St. Bonaventure,Stony Brook
3.7,PG,C.J. Roberts,RSSR,1-Jun,190,New Mexico State,Lamar
3,PF,Josh Roberts,SR,9-Jun,220,St. John's,Manhattan
2,PG,Tyrell Roberts,RSSR,-11,175,UC San Diego,Washington State
2,C,Dylan Robertson,SR,9-Jun,205,Sam Houston State,Bethune–Cookman
2,SF,Tyler Robertson,JR,6-Jun,225,Eastern Washington,Portland
3.5,PG,Chanse Robinson,SO,1-Jun,180,Buffalo,Grambling State
2,SG,DeAndre Robinson,SR,6-Jun,205,Idaho,Lander
2,PF,Demond Robinson,JR,8-Jun,264,Murray State,Kennesaw State
4,SG,Jaxson Robinson,RS FR,7-Jun,193,Texas A&M,Arkansas
2,SF,Mykell Robinson,SO,7-Jun,205,North Texas,Dodge City Community College
2.7,SG,Nicholas Robinson,RS SR,6-Jun,220,Valparaiso,Western Carolina
3,PF,Robby Robinson,RSSR,8-Jun,240,Nevada,New Orleans
3.5,PF,Shon Robinson,RS SO,9-Jun,205,Ole Miss,San José State
2,SF,Glenn Robinson II,RSSR,6-Jun,205,Kennesaw State,Clayton State
2,PG,Jay Rodgers,SO,3-Jun,185,New Orleans,Cochise College
2,PF,Jared Rodriguez,RSSR,8-Jun,215,San Diego,Idaho State
2,SG,Jett Roesing,SO,4-Jun,180,Duquesne,Rider
2,SG,Colby Rogers,RS SO,4-Jun,188,Cal Poly,Siena
2,PF,Raekwon Rogers,SR,8-Jun,230,Henderson State,Wagner
2,SG,Max Romanov,JR,8-Jun,205,Southeastern Louisiana,Rockhurst
2,PF,Carlos Rosario,SR,8-Jun,220,McNeese,Florida Gulf Coast
2,PG,Jacoby Ross,SR,-10,175,Alcorn State,Lindenwood
2,SF,Tobias Rotegard,SO,7-Jun,200,UAB,Long Beach State
2,SG,Omar Rowe,SO,6-Jun,185,Iona,Florida SouthWestern State College
2,SG,Anthony Roy,SO,5-Jun,175,San Francisco,College of Southern Idaho
2,PG,Niv Rozenholtz,SO,2-Jun,185,Texas A&M–Commerce,Adelphi
2,PF,Dajour Rucker,RS SO,7-Jun,230,Marshall,Virginia State
2,SG,Marlon Ruffin,SR,5-Jun,195,Omaha,Portland State
3.3,SG,Cedric Russell,SR,2-Jun,190,Louisiana,Ohio State
3,PG,Fatts Russell,SR,-11,165,Rhode Island,Maryland
2,PG,Phillip Russell,SO,-10,165,Saint Louis,Southeast Missouri State
2,C,Eric Rustin,JR,1-Jul,185,UT Martin,Northeastern Oklahoma A&M College
2,PG,Daniel Sackey,SR,9-May,175,Valparaiso,New Orleans
2,PF,Austin Sacks,RS FR,7-Jun,200,Santa Clara,Baylor
2,PF,Jonathan Salazar,RS SO,6-Jun,250,Pacific,New Mexico Military Institute
2,SG,B.J. Saliba,RS JR,4-Jun,205,Fairleigh Dickinson,Felician
2.3,SG,Ray Salnave,RS SR,3-Jun,210,DePaul,UMBC
2,PF,Trey Sampson,RS JR,7-Jun,205,Northeastern State,Arkansas–Pine Bluff
4,C,Kevin Samuel,RSSR,Jul-00,260,TCU,Florida Gulf Coast
2,SF,Qwanzi Samuels,JR,9-Jun,205,Florida Gulf Coast,George Washington
2,SG,Jaja Sanni,SO,4-Jun,190,UTSA,Blinn College
2,PF,Kenan Sarvan,RS SO,-10,225,Coppin State,Mineral Area College
2,SG,Zaakir Sawyer,SO,5-Jun,215,Louisiana–Monroe,Neosho County Community College
2,SF,Cameron Scales,RS SR,4-Jun,190,Lindenwood,Maryville
2,PG,Christian Schach,SR,3-Jun,195,North Florida,Young Harris
2,PG,Colin Schaefer,SO,Jun-00,175,Green Bay,Navarro College
2,PG,Tommy Schmock,SR,-11,180,Findlay,Ohio
2,SG,Nate Schuster,SR,4-Jun,187,Iowa State,Wisconsin–Parkside
2,C,Kevin Schutte,RSSR,-10,240,Hofstra,Incarnate Word
4,SG,D'Shawn Schwartz,SR,7-Jun,232,Colorado,George Mason
2,SF,Ryan Schwieger,SR,7-Jun,205,Princeton,Loyola Chicago
2.5,SG,Eddie Scott,RSSR,6-Jun,210,Penn,Long Beach State
2,SG,James Scott,RS SR,5-Jun,200,Portland State,Eastern Michigan
2,PF,Nate Scott,SR,8-Jun,210,Northern Illinois,Eastern Michigan
2,SF,Quentin Scott,SR,7-Jun,215,Texas State,Tulane
2,SG,Tyreek Scott-Grayson,RSSR,5-Jun,175,UAB,Northeastern
2,PF,Damien Sears,RS SR,7-Jun,230,Nicholls,Southern
2,PG,Jordan Sechan,SR,1-Jun,180,Bucknell,College of Charleston
2,PF,Theo Seng,RS FR,9-Jun,205,San Francisco State,Sacramento State
2,PF,Hunter Seymour,SR,8-Jun,220,Portland,Cal State Dominguez Hills
3,SF,Jaden Seymour,SO,8-Jun,191,Wichita State,ETSU
2,PF,Sloan Seymour,RS JR,9-Jun,225,George Washington,New Hampshire
2,PF,Bilal Shabazz,SR,8-Jun,190,Montana State,Montana State Billings
2,C,John Shanu II,SO,-11,255,Old Dominion,Jacksonville College
2,C,Jalen Shaw,SR,-10,240,St. Bonaventure,Clayton State
3,PG,Cam Shelton,SR,2-Jun,185,Northern Arizona,Loyola Marymount
2,SG,Chris Shelton,JR,4-Jun,210,Hampton,Youngstown State
2,PG,Jordan Shepherd,RS SR,4-Jun,190,Charlotte,California
2,C,Acton Shirley,RSSR,Jul-00,260,IUPUI,San Diego Christian College
2,PG,Nate Shockey,SO,3-Jun,195,North Dakota,Quincy
2,SG,David Shriver,RS JR,6-Jun,220,Alderson Broaddus,Hartford
2,SF,Christian Shumate,SO,7-Jun,193,Tulsa,McNeese
4,SF,Jamari Sibley,SO,8-Jun,184,Georgetown,UTEP
2,PG,Trey Sides,JR,1-Jun,170,Jacksonville,Central Missouri
3,SG,Desi Sills,SR,2-Jun,200,Arkansas,Arkansas State
2,SG,Tariq Silver,RSSR,5-Jun,200,Oregon State,Austin Peay
2,PG,Darius Simmons,RS SR,-11,180,Lenoir–Rhyne,UT Martin
3,PF,Jarrod Simmons,SR,8-Jun,215,Penn,Hofstra
2,PG,Khalyl Simmons,SO,2-Jun,195,Bethune–Cookman,Albany Technical College
2,PG,Zion Simmons,JR,Jun-00,180,Louisiana–Monroe,Salt Lake Community College
2,PG,K.J. Simon,SR,3-Jun,195,Bethune–Cookman,UT Martin
2,SF,Seybian Sims,SR,7-Jun,205,North Dakota,Northern Kentucky
3.7,SF,Kristian Sjolund,RS JR,8-Jun,210,UTEP,Portland
2,PF,Jordan Skipper-Brown,SR,6-Jun,230,Eastern Illinois,Murray State
2,PG,Denmark Slay II,SR,-11,190,High Point,Academy of Art
4,PF,Quinn Slazinski,JR,9-Jun,215,Louisville,Iona
3,PG,Aquan Smart,RS FR,3-Jun,175,Maryland,Florida International
2,SG,Angel Smith,RS SO,5-Jun,195,Southern Miss,Samford
2,PG,Byron Smith,JR,1-Jun,170,Southeastern Louisiana,Tallahassee Community College
2.5,C,Collin Smith,RS SR,-11,240,UCF,North Carolina A&T
4,PG,Deivon Smith,SO,1-Jun,172,Mississippi State,Georgia Tech
3,SF,Diante Smith,JR,7-Jun,200,TCU,South Alabama
2,SG,Mack Smith,SR,2-Jun,210,Eastern Illinois,Western Michigan
4,PG,Mark Smith,SR,4-Jun,225,Missouri,Kansas State
2,PF,Paul Smith,SO,8-Jun,-,ETSU,Pensacola State College
2,PG,Rashad Smith,SR,4-Jun,200,GCU,Idaho
2,PG,Stef Smith,SR,2-Jun,195,Vermont,St. John's
2,SG,TK Smith,RSSR,5-Jun,185,Kent State,Troy
2,SG,Treylan Smith,SO,4-Jun,195,Mississippi Valley State,Hinds Community College
4,PF,Tyreek Smith,RS SO,9-Jun,217,Texas Tech,Oklahoma State
4,SG,Charles Smith IV,JR,5-Jun,200,SMU,Old Dominion
3.5,PG,"Serrel Smith, Jr.",SR,4-Jun,175,ETSU,South Florida
2,PF,Edin Smjecanin,SO,8-Jun,220,South Dakota,Scottsdale Community College
2,C,Joseph Smoyer,RS SR,-11,240,Columbia,Chaminade
2,PG,Matt Solomon,RS SO,3-Jun,190,Cal State Northridge,Allan Hancock College
2,PF,Toyaz Solomon,SO,8-Jun,190,Maryland Eastern Shore,Caldwell Community College & Technical Institute
2,PF,Peter Sorber,JR,9-Jun,260,Morgan State,Lincoln (PA)
2,C,Joel Soriano,JR,-11,260,Fordham,St. John's
2,C,Samuel Sowunmi,SR,-10,254,Oakland,Elizabeth City State
2,PG,Sam Sparks,RS SO,2-Jun,180,Tarleton State,Cal State Dominguez Hills
2,PG,Jakari Spence,SO,2-Jun,165,Robert Morris,Monmouth
2,PF,Antonio Spencer,RSSR,9-Jun,233,Kennesaw State,Keiser University
3,SG,Scott Spencer,RS SR,6-Jun,210,La Salle,Tulane
2,SF,Chris Spenkuch,JR,7-Jun,195,Louisiana,Cowley College
2,PG,Damion Squire,SR,Jun-00,180,UC Davis,Portland State
2,C,Miroslav Stafl,JR,-11,235,Hartford,Central Michigan
2,SF,Jaden Stanley-Williams,SR,7-Jun,215,Morehead State,Minnesota State—Moorhead
2,PG,Artese Stapleton,JR,2-Jun,170,Lewis,Radford
2,PG,Mason Stark,RSSR,2-Jun,170,Northern State,Northern Arizona
2,SG,Caleb Starks,RSSR,3-Jun,180,Tarleton State,Rogers State
2,PG,Mikal Starks,SR,1-Jun,185,Georgia,Portland State
2,SG,Karson Stastny,SO,3-Jun,175,Utah State,Delta State
2,C,Michael Steadman,RS SR,-10,231,Montana,Massachusetts
2,PG,Gabe Stefanini,RSSR,3-Jun,215,Columbia,San Francisco
2,PG,Kai Steinman,SO,2-Jun,185,Southern Miss,Purdue Northwest
2,SF,Daivon Stephens,SR,6-Jun,210,Coastal Carolina,Jacksonville
2,SG,jah 'E.J.' Stephens,SR,3-Jun,175,Lafayette,Minnesota
2,PG,Chauncey Sterling,RS SO,Jun-00,180,Concordia (NY),NJIT
4,SG,Dimingus Stevens,SO,5-Jun,180,Seton Hall,Florida A&M
2,SG,Sheldon Stevens,SR,3-Jun,160,Oral Roberts,Emporia State
3,SG,Erik Stevenson,SR,4-Jun,205,Washington,South Carolina
2,SG,Malcolm Stevenson,RSSR,4-Jun,185,Queens (NC),USC Aiken
3.5,PG,Parker Stewart,RSSR,5-Jun,205,UT Martin,Indiana
2,PF,Nathaniel Stokes,JR,8-Jun,210,Bryant,Coppin State
3,C,Brandon Stone,RS SO,-11,200,La Salle,Robert Morris
2,SG,Caleb Stone-Carrawell,RS SO,7-Jun,215,Charlotte,Austin Peay
2,SG,Connor Strambi,JR,4-Jun,175,Santa Clara,Skyline College
2,SF,Alexander Strating,RS SR,7-Jun,228,Colorado,Missouri S&T
2,PG,ius 'Tada' Stricklen,RS JR,-11,162,Morehead State,Chattanooga
2,PG,David Strother,RS SR,2-Jun,175,Old Dominion,USC Aiken
2,PG,Angelo Stuart,RS JR,1-Jun,175,Seattle,Hutchinson Community College
2,SG,Tybenn Sturm,RS SO,3-Jun,180,Marshall,Alaska
2,PF,Patrick Suemnick,SO,8-Jun,230,Robert Morris,Triton College
2,PF,Alonzo Sule,RSSR,7-Jun,225,Texas State,James Madison
2,SG,Finn Sullivan,SR,4-Jun,195,San Diego,Vermont
2,PF,Luke Sutherland,JR,7-Jun,220,Bryant,Le Moyne
2,SG,Sean Sutherlin,SR,5-Jun,200,New Hampshire,Minnesota
4,SF,Cole Swider,SR,9-Jun,219,Villanova,Syracuse
3,PF,Khadim Sy,RS SR,-10,240,Ole Miss,Wake Forest
2,PG,Trey Syroka,RS SO,-11,155,Niagara,St. Lawrence University
3,SG,Wynston Tabbs,RS JR,2-Jun,195,Boston College,East Carolina
2,SF,Jermaine Taggart,SO,4-Jun,174,St. Bonaventure,Saint Rose
2,PG,Erik Talton,RSSR,1-Jun,174,Western Illinois,York College
2,PF,Patrick Tape,RS SR,-10,240,Duke,San Francisco
2,SG,LaTrell Tate,RS JR,Jun-00,165,Alabama State,West Florida
4,SF,"Dana Tate, Jr.",SR,7-Jun,220,Siena,Norfolk State
2,SF,A.J. Taylor,RSSR,7-Jun,205,NC State,Grambling State
2,SG,Brian Taylor,JR,6-Jun,205,UIC,Central Michigan
2,PG,Dyllan Taylor,SR,1-Jun,190,Mississippi College,Jackson State
2,SF,Kellon Taylor,RS SR,6-Jun,215,Albany,McNeese
2,SF,Kevion Taylor,SR,6-Jun,210,Winona State,Valparaiso
2,SG,Mason Taylor,JR,4-Jun,185,Air Force,Kilgore College
2,SF,Paris Taylor,RS JR,7-Jun,215,Green Bay,Chaminade
2,SG,Peyton Taylor,SR,4-Jun,205,Grambling State,Delta State
2,SG,Trevon Taylor,SR,6-Jun,210,James Madison,Cal Poly
2,PG,"Atiba Taylor, Jr.",RS JR,4-Jun,180,Wagner,Saddleback College
2,SG,Jordan Teal,SO,3-Jun,175,Texas A&M–Commerce,Midwestern State
2,PG,Calvin Temple,JR,Jun-00,170,Jackson State,Jones College
2,SG,Drew Tennial,JR,5-Jun,210,Texas State,Oklahoma Christian
4,PG,Jalen Terry,SO,Jun-00,165,Oregon,DePaul
3,C,Michael Tertsea,RS SR,-10,237,Gannon,Siena
2,PG,Damen Thacker,SR,Jun-00,175,Idaho,Montana State Billings
2,SF,Norbert Thelissen,RS FR,7-Jun,218,Utah,Utah State
2,PF,Babacar Thiombane,SR,8-Jun,200,Idaho,Holy Names
2,SG,Anthony Thomas,SO,7-Jun,175,UT Martin,Tallahassee Community College
2,PG,Antonio Thomas,JR,2-Jun,183,Bradley,Kentucky Wesleyan
2,PG,Justin Thomas,RS SR,-11,180,Morehead State,Alcorn State
2,SG,Justin Thomas,SO,7-Jun,179,Queens (NC),Navarro College
3.7,PF,Lance Thomas,RSSR,9-Jun,224,Memphis,South Alabama
5,SG,Bryce Thompson,SO,6-Jun,194,Kansas,Oklahoma State
2,SG,Connor Thompson,SO,3-Jun,200,Jacksonville,Young Harris
2,PF,Terrance Thompson,SO,8-Jun,225,Green Bay,Navarro College
2,SF,Kobe Tigney,RS SO,3-Jun,195,Radford,Garrett College
2,SF,Devin Tillis,SO,6-Jun,210,UNLV,UC Irvine
4,SG,Earl Timberlake,SO,6-Jun,220,Miami,Memphis
2,C,Cam Timmons,RS SO,-11,295,Howard,Cal Poly Humboldt
2,PG,Donovann Toatley,RS JR,9-May,185,Monmouth,New Mexico Junior College
3,SG,Taryn Todd,RS SO,5-Jun,180,TCU,New Mexico
2,SG,Brian Tolefree,RSSR,5-Jun,199,UNCW,Flagler
2,SG,Luke Toliver,SR,3-Jun,190,Western Michigan,Grand Valley State
2,SG,Au'Diese Toney,SR,6-Jun,210,Pittsburgh,Arkansas
2,SF,JoJo Toppin,RS JR,5-Jun,190,Georgia State,Moberly Area Community College
2,PF,Zion Tordoff,SR,8-Jun,225,Marist,Houston Christian
4,PG,Symir Torrence,JR,3-Jun,195,Marquette,Syracuse
2,PF,Yacine Toumi,SO,-10,210,Little Rock,Indian Hills Community College
2,SG,Jalen Townsell,RS JR,8-Jun,215,Sacramento State,Westmont
2,PG,Jase Townsend,SR,4-Jun,195,Denver,San Diego
2,PF,Cheick Traore,SO,8-Jun,225,Youngstown State,Chowan
2,SG,"Clyde Trapp, Jr.",SR,4-Jun,200,Clemson,Charlotte
2,PG,Dante Treacy,SR,Jun-00,170,Robert Morris,UNCG
4,PF,Oscar Tshiebwe,JR,9-Jun,260,West Virginia,Kentucky
4,C,Jethro Tshisumpa Mbiya,RS SR,-10,260,Texas Southern,Florida Memorial University
2,C,Heri Tshiyoyo,SR,9-Jun,235,Tarleton State,William Jewell
2,PF,Abdou Tsimbila,RS SO,9-Jun,245,Penn State,Fordham
3,SG,Marcus Tsohonis,RS SO,3-Jun,190,Washington,VCU
2,PF,Dearon Tucker,RS SO,-10,240,Oregon State,Indiana State
2,C,Conner Turner,SO,1-Jul,225,Idaho State,Yakima Valley College
2,SG,es 'Deuce' Turner,SO,2-Jun,185,Bucknell,South Plains College
2,SG,Cameron Tyson,RS JR,3-Jun,190,Houston,Seattle
2,SG,Stanley Umude,SR,6-Jun,210,South Dakota,Arkansas
2,PF,Gertautas Urbonavicius,JR,6-Jun,227,North Dakota,Mary
2,PF,Ismael Valdez,SR,9-Jun,200,ETSU,Eastern Oregon University
